GyroX_mean,GyroX_std,GyroX_max,GyroX_min,GyroY_mean,GyroY_std,GyroY_max,GyroY_min,GyroZ_mean,GyroZ_std,GyroZ_max,GyroZ_min,AccelX_mean,AccelX_std,AccelX_max,AccelX_min,AccelY_mean,AccelY_std,AccelY_max,AccelY_min,AccelZ_mean,AccelZ_std,AccelZ_max,AccelZ_min,etiqueta
-0.17782,0.07443743023780551,-0.0827,-0.275,0.3571654,0.17720721786112897,0.531,-0.108,0.36351999999999995,0.08829062399662996,0.567,0.231,5.9088,0.22378597647150753,6.17,5.53,-8.021399999999998,0.16300757463306764,-7.72,-8.22,-0.1487378,0.14128766694143938,0.0598,-0.407,izquierdoArm
-0.136278,0.04258369569184326,-0.0827,-0.216,0.1349774,0.17627295550969369,0.408,-0.144,0.207332,0.11348688756406879,0.352,0.0661,5.878800000000001,0.17532058100077405,6.17,5.53,-8.164,0.07677159338596808,-8.01,-8.29,-0.25223999999999996,0.09882566798692141,-0.112,-0.421,izquierdoArm
-0.150738,0.03351435202770202,-0.0919,-0.216,0.17809199999999997,0.1703344151835394,0.338,-0.144,0.0442392,0.06553414267761344,0.208,-0.0524,5.7928,0.12599060541588497,6.02,5.57,-8.213,0.036770107646382076,-8.13,-8.29,-0.28243199999999996,0.139327097793616,0.0167,-0.496,izquierdoArm
-0.09734920000000001,0.07212377484093664,0.0755,-0.171,0.20563099999999998,0.12415086014397884,0.338,-0.0686,-0.0634608,0.07070126185520573,0.0564,-0.223,5.8462,0.16578680679150087,6.08,5.57,-8.151599999999998,0.07432306753187021,-7.94,-8.27,-0.10494980000000002,0.23096759371144934,0.184,-0.496,izquierdoArm
0.052608800000000004,0.12780890399885195,0.207,-0.167,-0.029901,0.1551695968570374,0.242,-0.205,-0.17582799999999998,0.08135970029844665,-0.0139,-0.317,6.036000000000001,0.07706345119577811,6.14,5.83,-8.0776,0.15500572734645673,-7.87,-8.48,-0.18116180000000004,0.3371706554804288,0.184,-0.864,izquierdoArm
0.05741280000000001,0.14079254483741646,0.207,-0.187,-0.04475620000000001,0.14117276564102121,0.199,-0.205,-0.1494916,0.10023266707220836,0.0142,-0.317,6.067599999999999,0.07844301194146591,6.22,5.94,-8.1422,0.1965964477433561,-7.87,-8.48,-0.36746399999999996,0.33985041941947314,0.268,-0.864,izquierdoArm
-0.061118940000000004,0.10101837813323769,0.17,-0.187,0.10876179999999999,0.07909076717162325,0.199,-0.114,-0.09142,0.059539590292887454,0.0142,-0.21,6.0661999999999985,0.10007935626801563,6.22,5.88,-8.1664,0.1151354127334687,-8.08,-8.48,-0.07330459999999998,0.3572011467301679,0.362,-0.835,izquierdoArm
-0.057067080000000006,0.05387541230708842,0.00527,-0.185,0.099126,0.05131194637524802,0.195,0.0212,-0.1413864,0.05200054731894067,-0.00962,-0.228,5.9198,0.1778269050601323,6.19,5.71,-8.0976,0.027742253929001863,-8.05,-8.17,0.0035354,0.17623781777218545,0.362,-0.199,izquierdoArm
-0.07062333999999999,0.03905568102897635,0.0016,-0.139,0.04998,0.019068287595815588,0.0957,0.0193,-0.161278,0.04044738224671956,-0.0939,-0.228,5.7364,0.05871967302361268,5.83,5.61,-8.0498,0.03776889985051677,-7.98,-8.12,-0.13865,0.03745546607339855,-0.067,-0.208,izquierdoArm
-0.11710600000000002,0.027026656606893476,-0.0735,-0.159,-0.0015622000000000014,0.06807058537298183,0.07,-0.154,-0.147178,0.04146062941920606,-0.0701,-0.219,5.713599999999999,0.054539257532944856,5.81,5.61,-8.0044,0.022238044254045575,-7.95,-8.05,-0.059607799999999996,0.106483124375151,0.17,-0.208,izquierdoArm
-0.10136,0.03854679636758523,-0.0442,-0.159,-0.04563194,0.06658354879563581,0.0627,-0.154,-0.10529060000000001,0.051014751384441025,0.00748,-0.193,5.7434,0.04574150975083475,5.82,5.61,-7.9559999999999995,0.04566962103755936,-7.88,-8.02,-0.06723779999999999,0.11132282772465064,0.17,-0.215,izquierdoArm
-0.07463800000000001,0.019980754924350048,-0.0442,-0.103,-0.0189269,0.05504605978456699,0.0517,-0.151,-0.022283599999999994,0.0685592801964929,0.0851,-0.155,5.854400000000001,0.10010525073386409,6.06,5.71,-7.9428,0.04485987252841117,-7.88,-8.04,-0.13905399999999998,0.030389016611470747,-0.0933,-0.215,izquierdoArm
-0.05287314000000001,0.031840705841582786,0.000993,-0.103,-0.015499359999999997,0.03126142090191248,0.0517,-0.054,0.039949000000000005,0.029353660220956205,0.0851,-0.0615,5.994200000000001,0.07959309784453544,6.1,5.81,-7.9556000000000004,0.03277380736166589,-7.88,-8.04,-0.12685000000000002,0.04505301752108401,-0.0742,-0.261,izquierdoArm
